#,Module,Module title,Topic,Competency,You should be able to,Lecture,Lab,DOK,Yield,ID
245,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Digestive Physiology,Digestive enzyme experiment,"Test the effect of pH, temperature, and substrate on a digestive enzyme and relate the results to the region of the tract where that enzyme works.",,Yes,3,core,w14-lab-digestion-enzymes
246,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Metabolism and Energy Balance,ATP production pathways,"Compare glycolysis, the citric acid cycle, and oxidative phosphorylation by location, oxygen requirement, and ATP yield.",Yes,,2,core,w14-atp-pathways
247,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Metabolism and Energy Balance,Absorptive state,"Describe the fate of glucose, amino acids, and fats in the absorptive state and identify insulin as the dominant hormone.",Yes,,2,core,w14-absorptive-state
248,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Metabolism and Energy Balance,Postabsorptive state,"Explain how glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis maintain plasma glucose during fasting and name the hormones that drive each.",Yes,,3,core,w14-postabsorptive-state
249,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Metabolism and Energy Balance,Integrated glucose regulation,Predict the hormonal and metabolic response to a carbohydrate meal and to a prolonged fast and explain how plasma glucose stays within range in both.,Yes,Yes,3,core,w14-glucose-regulation
250,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Metabolism and Energy Balance,Energy balance and metabolic rate,"Define basal metabolic rate, state the factors that raise and lower it, and explain how indirect calorimetry estimates energy expenditure.",Yes,Yes,2,high,w14-metabolic-rate
251,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Metabolism and Energy Balance,Thermoregulation,Trace the negative feedback response to heat and to cold through the hypothalamus and the effectors and explain the mechanism of fever.,Yes,,3,core,w14-thermoregulation
252,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Metabolism and Energy Balance,Metabolic rate measurement,Estimate metabolic rate from measured or simulated oxygen consumption and compare resting values with values after activity.,,Yes,3,high,w14-lab-metabolic-rate
253,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Immune Physiology,Innate defenses,"Describe the physical, chemical, and cellular innate defenses and explain what makes them nonspecific and immediate.",Yes,,2,core,w15-innate-immunity
254,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Immune Physiology,Inflammation and fever,Order the events of the inflammatory response and explain how the cardinal signs arise and why fever aids defense.,Yes,,3,core,w15-inflammation
255,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Immune Physiology,Adaptive immunity,"Compare humoral and cell mediated immunity by the cell responsible, the target, and the mechanism of elimination.",Yes,,3,core,w15-adaptive-immunity
256,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Immune Physiology,Antibody structure and function,Relate antibody structure to antigen binding and name the mechanisms by which antibodies neutralize or mark a target.,Yes,Yes,2,high,w15-antibodies
257,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Immune Physiology,Immune memory and immunization,Compare the primary and secondary antibody responses and explain how active and passive immunization produce protection.,Yes,,3,core,w15-immune-memory
258,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Immune Physiology,Immune dysfunction,"Classify allergy, autoimmunity, and immunodeficiency by what the immune system is doing wrong in each.",Yes,,2,support,w15-immune-dysfunction
259,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Reproductive Physiology,Hypothalamic pituitary gonadal axis,Trace the gonadotropin releasing hormone axis to the gonads and place the feedback loops for both sexes.,Yes,,2,core,w15-hpg-axis
260,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Reproductive Physiology,Male reproductive physiology,"Explain the control of spermatogenesis by follicle stimulating hormone, luteinizing hormone, and testosterone and state the roles of the Sertoli and Leydig cells.",Yes,,2,core,w15-male-reproductive
261,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Reproductive Physiology,Ovarian cycle,"Order the follicular, ovulatory, and luteal phases and explain how the luteinizing hormone surge is triggered by positive feedback.",Yes,Yes,3,core,w15-ovarian-cycle
262,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Reproductive Physiology,Uterine cycle,"Correlate the menstrual, proliferative, and secretory phases of the uterine cycle with the estrogen and progesterone levels that drive them.",Yes,Yes,3,core,w15-uterine-cycle
263,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Reproductive Physiology,Pregnancy and placental hormones,"Explain how human chorionic gonadotropin rescues the corpus luteum and state the roles of placental estrogen, progesterone, and relaxin.",Yes,,2,high,w15-pregnancy-hormones
264,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Reproductive Physiology,Parturition and lactation,Explain labor as a positive feedback loop driven by oxytocin and compare the hormonal control of milk production with milk ejection.,Yes,,3,core,w15-parturition-lactation
265,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Reproductive Physiology,Hormone cycle graph interpretation,Read a graph of gonadotropin and ovarian hormone levels across a cycle and identify the day of ovulation and the event driving each peak.,,Yes,3,core,w15-lab-cycle-graphs
266,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Integration,Multisystem integration case,"Given a clinical scenario, trace the disturbance through at least three organ systems and identify the compensatory responses in the order they occur.",Yes,Yes,3,core,w15-integration-case
267,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Integration,Exercise as an integrated response,"Build an integrated account of moderate exercise across the muscular, cardiovascular, respiratory, endocrine, and renal systems.",Yes,Yes,3,core,w15-exercise-integration
268,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Integration,Drawing based synthesis check,Draw and annotate a homeostatic pathway from memory and explain each step aloud or in writing without notes.,Yes,Yes,3,core,w15-drawing-synthesis
